This file was created using the 202512 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth,Other
194608,  -7.79,  -6.89,  -8.45,  -4.93,  -8.62
194609, -13.29, -12.91, -13.13,  -7.74, -16.16
194610,  -0.89,  -1.56,  -2.52,  -2.38,  -0.43
194611,  -1.72,   0.88,  -1.74,   1.17,  -0.54
194612,   4.15,   6.45,   7.03,   7.25,   0.69
194701,   3.05,   2.52,   5.16,  -2.73,   4.19
194702,  -0.18,  -0.60,  -2.84,  -4.22,  -0.33
194703,  -3.43,  -2.20,  -3.52,  -1.26,  -4.45
194704,  -9.27,  -7.12,  -7.72,  -8.46,  -9.13
194705,  -3.62,  -3.89,  -2.83,  -5.37,  -4.24
194706,   6.66,   5.59,   6.47,   3.07,   4.84
194707,   6.05,   6.20,   6.75,   3.97,   6.69
194708,  -1.68,  -0.91,  -2.52,  -4.93,  -3.40
194709,   0.34,   1.20,   1.65,  -3.99,  -0.47
194710,   3.79,   3.98,   2.98,   3.60,   0.92
194711,  -3.15,  -2.98,  -2.80,  -2.89,  -2.59
194712,   0.18,   3.20,   1.07,   0.89,   4.91
194801,  -2.43,  -2.34,  -2.35,  -5.62,   2.40
194802,  -6.49,  -5.76,  -5.81,  -4.79,  -5.79
194803,   7.12,  10.87,  11.95,   6.54,  10.94
194804,   3.22,   4.11,   2.66,   1.52,   5.02
194805,   9.27,   8.38,  11.43,   7.25,   8.20
194806,  -2.21,  -1.10,  -0.32,  -1.02,  -0.72
194807,  -4.63,  -5.56,  -6.73,  -4.64,  -5.60
194808,  -0.05,  -0.34,  -0.24,  -1.91,   0.03
194809,  -4.19,  -4.02,  -4.39,  -3.44,  -5.32
194810,   4.09,   5.96,   5.29,   5.13,   6.12
194811,  -9.75, -11.26, -10.35,  -7.33, -11.65
194812,  -0.77,   2.05,   5.74,   2.63,   1.52
194901,   3.22,   1.06,  -1.42,   4.85,   1.95
194902,  -4.13,  -3.72,  -6.94,  -2.45,  -4.37
194903,   5.81,   5.96,   5.04,   6.22,   6.67
194904,  -2.92,  -3.68,  -5.73,   0.26,  -1.66
194905,  -2.78,  -4.79,  -5.94,  -2.70,  -5.60
194906,   0.77,  -1.39,  -2.55,   1.05,  -1.74
194907,   6.07,   6.48,   7.15,   5.40,   5.68
194908,   2.42,   3.02,   1.47,   0.80,   1.99
194909,   4.09,   4.18,   6.87,   3.49,   4.57
194910,   3.61,   3.85,   4.70,   3.45,   4.64
194911,   1.16,   1.20,   0.69,   2.58,  -0.13
194912,   7.10,   6.14,  10.19,   8.17,   8.46
195001,   4.16,   3.04,   8.47,   2.16,   4.98
195002,   0.54,   2.14,   3.67,   3.93,   1.43
195003,  -0.38,  -0.31,   4.03,  -2.94,  -0.63
195004,   3.89,   5.12,  10.35,   5.62,   3.97
195005,   3.15,   4.55,  -0.65,   1.45,   1.74
195006,  -6.89,  -7.60,  -9.68,  -6.41,  -8.25
195007,   4.11,   5.35,  -0.96,  -3.19,   8.88
195008,   5.01,   5.47,   7.37,   4.06,   3.68
195009,   5.50,   5.09,   6.86,   5.86,   6.02
195010,  -0.92,   0.05,  -3.22,   0.55,  -0.22
195011,   0.55,   4.45,   1.07,   3.29,   5.49
195012,   6.92,   8.19,   4.63,   6.38,  14.04
195101,   7.56,   7.82,   8.88,   4.05,   6.73
195102,   1.46,   1.04,   3.10,   2.16,   0.50
195103,  -3.74,  -3.22,  -3.14,  -0.05,  -3.77
195104,   1.91,   5.84,   4.53,   8.91,   2.63
195105,  -2.02,  -2.32,  -3.23,  -0.23,  -3.99
195106,  -4.90,  -4.23,  -4.30,  -1.47,  -5.43
195107,   3.00,   8.18,   5.38,  10.80,   6.92
195108,   4.16,   5.19,   6.18,  -0.63,   4.42
195109,   1.36,   2.35,   2.43,   0.02,   4.05
195110,  -2.71,  -1.69,  -4.04,  -3.58,  -3.18
195111,   0.26,   0.43,   3.14,  -1.32,   2.04
195112,   0.47,   2.21,   2.68,   3.20,   0.95
195201,   0.40,   2.55,   1.13,   2.52,   2.05
195202,  -1.65,  -2.51,  -1.42,  -3.56,  -1.56
195203,   2.06,   2.96,   2.94,   0.21,   4.30
195204,  -3.46,  -5.45,  -3.18,  -4.83,  -3.97
195205,   2.26,   2.59,   1.01,   1.05,   2.91
195206,   2.26,   3.27,   3.79,   0.96,   4.11
195207,   0.64,   1.46,   1.82,  -2.23,   0.65
195208,   0.63,  -0.37,   0.62,  -0.01,  -0.11
195209,  -1.50,  -2.00,   1.79,  -2.28,  -1.22
195210,  -1.36,  -1.08,  -0.37,  -1.40,  -1.13
195211,   4.75,   5.82,   6.48,   5.41,   6.15
195212,   1.70,   2.27,   2.58,  -0.24,   3.58
195301,   3.00,   2.05,   2.21,  -2.38,   3.18
195302,   1.93,   0.95,   1.30,   2.08,   0.62
195303,  -1.07,  -0.89,  -2.18,  -0.02,  -1.54
195304,  -1.59,  -2.81,  -1.43,  -2.47,  -2.78
195305,   0.48,   0.49,  -0.02,   0.61,   1.48
195306,  -3.52,  -3.11,  -2.39,  -3.13,  -3.06
195307,   1.52,   1.91,   1.70,   2.58,   1.64
195308,  -4.28,  -5.07,  -5.95,  -1.87,  -7.26
195309,  -1.71,  -0.67,   2.41,  -0.38,  -2.48
195310,   2.31,   4.84,   3.77,   2.71,   3.30
195311,   0.86,   2.72,   1.38,   6.35,   2.73
195312,  -2.16,  -0.97,  -0.94,   0.03,  -2.36
195401,   6.67,   7.41,   6.52,   5.92,   7.66
195402,   0.46,   1.70,   2.23,   1.35,   1.63
195403,   1.22,   3.90,   3.61,   0.15,   2.81
195404,  -0.65,   2.65,   3.42,   2.18,   2.21
195405,   4.05,   4.26,   2.84,   2.33,   5.52
195406,   1.31,   1.01,   3.40,  -0.32,   1.30
195407,   7.61,   6.74,   7.89,   7.08,   7.54
195408,  -0.88,  -1.13,  -2.63,  -1.75,   0.16
195409,   3.83,   4.56,   6.00,   5.42,   4.40
195410,  -1.22,  -1.01,   0.17,   0.28,   0.66
195411,   6.49,   9.73,  11.81,  12.07,  10.75
195412,   7.42,   8.46,   8.87,   8.02,  12.78
195501,   1.69,   1.09,   2.16,  -2.25,   1.95
195502,   3.05,   4.81,   5.77,   3.80,   4.34
195503,  -0.62,   0.03,   0.78,   4.61,   0.90
195504,   2.66,   1.75,   2.93,   3.89,   3.14
195505,   0.26,   0.48,   0.88,   1.06,   2.25
195506,   2.52,   4.82,   2.33,   1.47,   2.12
195507,   2.17,   0.67,  -1.55,   1.02,  -0.55
195508,  -0.65,   1.51,  -0.89,  -0.24,   0.29
195509,   0.01,  -0.79,  -2.80,  -1.15,  -1.64
195510,  -1.36,  -1.54,  -3.55,   0.94,  -2.44
195511,   2.79,   6.84,   6.19,   6.99,   6.56
195512,   1.48,   2.64,   3.32,   7.28,   1.23
195601,  -1.18,  -2.17,  -2.75,  -4.48,  -2.80
195602,   1.85,   4.09,   3.84,   4.06,   3.67
195603,   2.45,   6.65,   7.03,   7.09,   4.59
195604,  -0.49,   0.66,   0.30,   1.28,   1.24
195605,  -3.59,  -3.82,  -5.60,  -3.52,  -4.71
195606,   1.14,   2.92,   2.66,   2.25,   1.28
195607,   1.82,   5.63,   4.06,   4.34,   2.72
195608,  -0.72,  -1.99,  -1.79,  -3.28,  -3.06
195609,  -2.84,  -4.15,  -4.01,  -3.02,  -3.20
195610,   1.17,   0.87,  -0.54,   0.65,   0.02
195611,  -0.03,   1.46,  -0.40,  -0.95,  -0.56
195612,  -0.03,   3.25,   4.13,   6.22,   2.37
195701,   2.35,  -1.05,   0.42,  -1.17,   0.98
195702,  -1.65,  -2.39,  -2.48,   0.14,  -3.33
195703,   1.71,   2.07,   3.92,   6.89,   2.54
195704,   2.07,   2.42,   4.73,   4.60,   2.92
195705,   1.38,   2.43,   3.87,   4.52,   1.89
195706,  -0.04,  -1.66,   0.76,   4.12,  -0.40
195707,   0.66,   0.30,   0.13,   2.11,   1.25
195708,  -3.24,  -5.49,  -6.81,  -2.38,  -5.74
195709,  -3.09,  -6.21,  -5.86,  -1.55,  -6.63
195710,  -5.77,  -6.05,  -8.47,  -1.60,  -8.64
195711,   1.40,   2.77,   5.17,   7.45,  -0.55
195712,  -3.53,  -5.33,  -6.57,  -0.59,  -5.50
195801,  10.71,  10.05,  10.82,   2.36,  13.21
195802,   0.04,  -1.86,  -2.45,   4.30,  -1.27
195803,   3.54,   3.67,   5.08,  10.36,   2.11
195804,   3.93,   2.26,   2.10,   8.46,   3.95
195805,   3.67,   4.01,   5.52,   2.43,   3.46
195806,   2.99,   2.80,   4.05,   2.73,   4.57
195807,   3.88,   6.49,   3.86,   4.17,   5.53
195808,   5.05,   1.83,   4.93,   3.29,   2.29
195809,   5.86,   4.43,   5.18,  11.11,   5.84
195810,   2.84,   2.93,   6.23,   1.31,   3.73
195811,   4.54,   3.05,  10.22,   8.60,   4.41
195812,   3.54,   4.22,   5.00,   4.95,   2.80
195901,   5.26,   4.10,   2.66,  -0.09,   4.11
195902,   3.64,   1.82,   8.82,   4.88,   1.46
195903,   1.42,   0.99,   3.05,   4.51,   0.30
195904,   2.29,   1.99,   9.40,  11.06,   0.85
195905,   0.63,   0.99,   0.45,  -2.47,   0.89
195906,   0.71,   0.32,   1.13,   6.27,  -0.29
195907,   3.98,   3.34,   2.14,   3.79,   0.92
195908,  -0.20,  -1.61,  -3.97,   0.02,  -2.08
195909,  -3.01,  -5.23,  -5.88,  -6.10,  -4.10
195910,   1.99,   1.59,   6.90,   5.48,   1.14
195911,   0.91,   1.86,   5.08,   4.79,  -0.49
195912,   2.60,   1.96,   3.95,  -0.92,   1.91
196001,  -3.06,  -4.16,  -7.64,  -4.72,  -2.60
196002,   1.06,   0.30,   5.47,   1.21,  -0.05
196003,  -2.98,  -2.12,  -2.32,   0.16,  -2.64
196004,  -0.94,  -2.54,  -2.32,   1.17,  -2.44
196005,   1.55,   1.56,  11.03,  11.27,   0.06
196006,   3.29,   1.74,   1.42,   3.32,   1.79
196007,  -1.32,  -1.63,  -5.74,  -4.15,  -1.59
196008,   3.90,   3.27,   5.66,   1.92,   4.06
196009,  -4.78,  -5.97, -10.18,  -8.56,  -5.79
196010,  -1.58,  -2.15,  -6.44,  -4.32,  -2.07
196011,   4.87,   4.17,   6.32,   4.22,   5.25
196012,   2.89,   4.69,   3.63,   6.04,   2.64
196101,   8.00,   8.36,   4.76,   7.78,   9.63
196102,   6.42,   5.84,   7.65,   6.56,   5.47
196103,   6.42,   3.97,   6.33,   6.50,   4.63
196104,   0.67,   0.63,   2.25,  -2.72,   1.22
196105,   4.04,   4.54,   3.24,   1.57,   5.03
196106,  -3.17,  -4.31,  -5.71,  -3.36,  -4.40
196107,   0.91,   1.53,   0.85,   1.81,   0.34
196108,   2.94,   1.62,  -0.41,   4.30,   3.32
196109,  -1.60,  -3.12,  -5.96,  -2.45,  -3.18
196110,   3.38,   1.80,  -0.26,   4.03,   2.15
196111,   6.41,   3.64,   6.05,   2.80,   4.78
196112,  -0.66,   0.19,  -0.09,  -2.59,  -1.67
196201,  -1.58,  -0.41,  -2.63,  -3.71,   1.44
196202,   1.02,   1.92,   0.26,   2.00,   1.55
196203,  -0.46,  -0.26,  -1.30,   0.11,  -1.44
196204,  -7.11,  -6.14,  -9.52, -10.12,  -6.61
196205,  -9.49,  -9.32, -12.89, -12.40,  -9.54
196206,  -8.34,  -7.89, -11.06, -12.17,  -8.71
196207,   6.23,   5.77,   9.46,   5.77,   7.20
196208,   2.74,   2.48,   4.60,  -3.78,   4.41
196209,  -6.49,  -5.23,  -9.54,  -5.57,  -6.52
196210,  -3.14,  -1.54,  -4.04,   0.73,  -2.10
196211,  11.70,  13.13,  16.88,  19.67,  17.43
196212,  -0.69,  -0.86,  -2.67,  -0.26,  -0.52
196301,   8.21,   7.71,   7.78,   7.00,   8.50
196302,  -1.78,  -1.09,  -3.99,  -2.11,  -0.59
196303,   1.55,   2.61,  -0.26,   1.27,   2.85
196304,   3.87,   3.51,   3.86,   7.48,   4.21
196305,   2.40,   3.16,   3.69,  -0.16,   5.36
196306,  -1.57,  -1.57,  -1.81,  -1.79,  -1.50
196307,  -0.34,  -0.37,  -2.36,   0.70,  -1.28
196308,   3.74,   4.52,   3.58,   7.26,   4.50
196309,  -1.33,  -1.07,   1.03,  -1.42,  -1.25
196310,   1.81,   0.42,   3.79,   3.90,   1.10
196311,  -2.32,  -0.75,  -2.55,  -1.51,  -2.10
196312,  -1.35,   0.16,  -3.18,  -0.36,   0.61
196401,   3.20,   3.67,   2.31,   4.02,   2.97
196402,   2.06,   2.33,   1.31,   0.76,   5.19
196403,   1.71,   3.50,   2.20,  -1.49,   3.28
196404,   0.94,   0.14,  -1.63,  -1.30,  -0.13
196405,   0.19,   1.21,  -0.95,  -0.15,   1.05
196406,   1.94,   1.07,   0.57,  -0.36,  -0.48
196407,   2.89,   3.46,   1.56,   4.60,   2.49
196408,  -0.37,  -0.15,  -1.70,  -2.44,  -1.38
196409,   3.60,   3.13,   4.36,   5.53,   5.29
196410,   2.08,   1.79,   1.18,   2.05,   2.86
196411,   0.72,  -0.20,  -1.52,   1.85,  -0.69
196412,  -1.68,  -1.31,  -0.60,   3.61,  -1.70
196501,   7.87,   6.84,   9.65,   7.67,   6.10
196502,   3.55,   3.00,   3.33,   2.03,   3.89
196503,   1.80,   1.37,   1.87,   0.69,   1.07
196504,   4.25,   4.32,   5.63,   2.92,   3.02
196505,   0.55,  -1.06,   0.19,  -1.72,  -1.59
196506,  -8.34,  -7.89, -10.64,  -6.58,  -8.12
196507,   2.04,   3.00,   4.82,   4.28,   3.08
196508,   3.75,   3.47,   8.46,   6.72,   4.33
196509,   2.24,   2.82,   5.51,   3.32,   1.85
196510,   5.30,   5.88,   8.43,   4.15,   6.15
196511,   3.26,   4.06,  13.12,   4.24,   4.91
196512,   3.80,   4.06,   3.37,   5.01,   6.51
196601,   6.38,   6.07,   5.94,   4.77,   7.24
196602,   2.99,   2.33,   6.32,  -0.48,   3.49
196603,  -1.39,  -0.94,  -1.77,  -1.51,   0.54
196604,   3.57,   4.68,  10.42,   4.85,   4.23
196605,  -8.44,  -8.04, -12.99,  -7.07,  -9.17
196606,  -0.87,  -0.77,   2.03,   2.19,  -0.89
196607,  -1.81,  -1.31,  -2.11,  -1.44,  -1.65
196608, -10.11,  -9.56,  -9.01,  -9.53, -11.82
196609,  -1.97,  -1.34,  -3.72,  -1.51,  -2.22
196610,  -2.46,   0.88,  -7.07,   2.46,  -2.47
196611,   1.54,   2.92,  12.18,   7.50,   7.36
196612,  -0.15,   2.55,   4.83,   1.94,   0.39
196701,  17.19,  15.76,  22.86,  10.45,  20.10
196702,   5.39,   3.20,   5.29,   3.03,   4.62
196703,   4.15,   6.32,   7.69,   8.91,   6.66
196704,   5.12,   3.87,   6.16,   5.10,   2.34
196705,  -0.58,  -0.96,  -2.52,  -4.54,   0.47
196706,   8.25,   7.50,  13.53,   6.63,   7.99
196707,   9.04,   7.71,   4.95,   5.13,  11.30
196708,   1.91,   0.13,  -2.43,   2.06,   1.17
196709,   8.42,   4.73,   8.87,   6.59,   4.93
196710,  -0.75,  -3.19,  -1.96,  -6.10,  -1.33
196711,  -0.21,   0.19,  -0.57,   1.20,   0.25
196712,   7.71,   7.91,   9.68,   1.81,   9.14
196801,   4.59,   1.03,  -3.46,  -5.51,   6.14
196802,  -5.03,  -5.57,  -8.65,  -5.51,  -4.78
196803,   0.02,  -1.64,  -1.12,  -0.08,  -1.22
196804,  15.95,  12.32,  16.82,  10.97,  14.52
196805,  11.06,   7.23,   9.16,   5.81,  11.24
196806,   1.65,   2.15,  -1.83,   0.60,   2.47
196807,  -2.68,  -2.46,  -6.69,  -4.02,  -0.97
196808,   4.38,   3.10,   2.38,   2.06,   4.47
196809,   7.87,   5.52,   6.47,   1.63,   9.71
196810,   2.22,   0.57,  -2.43,  -0.31,   0.80
196811,   6.56,   7.19,   7.86,   8.46,   8.11
196812,   0.45,   0.74,  -0.64,  -0.74,   0.84
196901,  -0.57,   0.06,  -2.37,  -0.57,   1.02
196902,  -8.72,  -8.17, -10.18,  -6.36,  -9.18
196903,   1.71,   2.44,   0.87,   3.53,   1.87
196904,   0.42,  -0.67,   1.24,   3.97,   2.22
196905,   0.39,   0.90,  -0.33,   2.46,  -0.57
196906, -11.24, -10.69, -12.39,  -8.16, -12.69
196907, -10.13,  -8.68, -11.94,  -4.15, -10.51
196908,   5.27,   3.88,   6.38,  10.39,   6.87
196909,  -2.27,  -3.37,  -2.40,   1.96,  -1.25
196910,   9.67,   7.85,  16.56,  11.17,   7.98
196911,  -5.65,  -5.41,  -4.81,  -1.53,  -7.04
196912,  -7.52,  -5.49,  -7.27,   0.67,  -9.05
197001,  -3.74,  -3.19,  -5.81,  -4.01,  -5.13
197002,   2.50,   4.48,   3.78,   4.15,   6.96
197003,  -2.04,  -1.23,  -6.28,  -5.10,  -2.47
197004, -15.66, -14.27, -21.01, -17.16, -18.30
197005,  -9.65,  -7.97, -10.30, -10.33,  -9.40
197006,  -6.99,  -6.94, -10.48,  -5.70,  -8.24
197007,   6.57,   6.58,   0.79,   4.34,   5.80
197008,   5.71,   5.98,   7.70,   4.92,   6.84
197009,  13.46,  10.18,  20.76,  12.09,  13.20
197010,  -4.83,  -5.15, -12.17,  -4.55,  -6.45
197011,   0.02,   1.29,  -2.55,  -0.09,   0.25
197012,  11.06,   7.67,   4.91,   9.37,   6.92
197101,  14.04,  11.64,  17.95,   8.35,  16.09
197102,   7.33,   3.16,   4.84,   6.83,   4.01
197103,   6.08,   3.93,   9.06,   4.73,   6.25
197104,   1.79,   2.62,   3.33,   4.29,   3.67
197105,  -4.86,  -4.95,  -6.36,  -0.63,  -6.10
197106,  -1.89,  -1.64,  -3.22,  -0.36,  -1.69
197107,  -5.83,  -4.48,  -8.91,  -6.06,  -5.89
197108,   3.96,   3.83,   5.01,   4.74,   5.11
197109,   0.72,  -1.50,  -2.93,   1.33,  -0.01
197110,  -5.59,  -5.42,  -7.64,  -4.88,  -6.31
197111,  -3.57,  -3.14,  -2.57,  -2.90,  -4.03
197112,  12.60,  10.90,  15.58,  11.78,  11.07
197201,  10.11,   8.82,  17.69,   6.69,  11.79
197202,   4.82,   3.71,   5.99,   7.78,   2.56
197203,  -0.40,  -0.18,   0.22,   0.59,   0.11
197204,  -0.22,   0.52,   0.24,  -0.68,  -0.10
197205,  -2.45,  -1.59,  -1.42,   0.16,  -2.29
197206,  -4.42,  -2.59,  -3.33,  -1.30,  -3.72
197207,  -4.61,  -1.55,  -2.68,  -2.11,  -4.31
197208,  -0.78,   2.99,   0.73,   3.71,   0.78
197209,  -3.87,  -2.36,  -3.89,  -3.78,  -3.38
197210,  -1.87,  -0.55,  -2.05,  -4.60,  -2.11
197211,   6.05,   5.83,   2.78,  -0.33,   4.29
197212,  -2.69,  -1.37,  -2.68,  -0.11,  -3.07
197301,  -5.89,  -2.03,  -3.85,  -8.11,  -4.62
197302,  -8.41,  -6.31,  -9.14,  -7.50,  -7.06
197303,  -4.25,  -1.49,  -3.49,  -3.25,  -2.12
197304,  -8.83,  -4.83,  -8.69, -10.31,  -8.50
197305,  -9.63,  -6.77,  -9.77,  -8.67,  -8.92
197306,  -4.88,  -2.42,  -2.62,  -4.26,  -2.87
197307,  11.87,   9.48,  15.73,  14.44,   9.88
197308,  -5.39,  -3.34,  -6.09,  -6.12,  -4.47
197309,   6.16,   8.91,  11.33,   8.15,   5.98
197310,  -1.61,   2.15,   1.30,   0.74,  -1.13
197311, -20.28, -15.76, -21.94, -14.82, -16.41
197312,  -6.09,  -1.97,  -4.96,  -5.71,  -4.53
197401,  14.52,  12.31,  15.04,   9.35,  12.85
197402,   1.26,   0.77,  -1.27,  -0.78,   0.71
197403,   2.12,   1.02,   0.53,  -0.84,   0.57
197404,  -4.75,  -4.64,  -6.02,  -5.61,  -5.79
197405,  -6.23,  -6.52,  -7.01,  -5.76,  -7.97
197406,  -3.04,  -1.52,  -4.10,  -3.12,  -3.94
197407,  -5.64,  -3.47,  -7.55,  -7.21,  -5.73
197408,  -7.76,  -7.14,  -8.30,  -7.91,  -9.09
197409,  -8.57,  -7.35, -10.88, -11.78,  -7.10
197410,   6.93,  11.87,   6.19,  20.19,   8.42
197411,  -6.20,  -3.49,  -5.91,  -1.60,  -5.21
197412,  -8.48,  -6.24, -10.19,  -8.52,  -7.81
197501,  31.37,  25.12,  34.52,  25.99,  29.05
197502,   4.91,   4.80,   7.96,  11.81,   5.90
197503,  11.65,   5.57,  11.64,   4.99,   7.09
197504,   3.45,   4.80,   6.73,   3.80,   1.68
197505,   6.89,   7.49,  10.93,   8.60,   7.22
197506,   8.02,   7.90,   8.85,   5.48,   5.82
197507,   0.84,  -1.62,  -2.45,  -2.82,  -0.77
197508,  -4.73,  -3.76,  -6.18,  -7.71,  -5.01
197509,  -2.61,  -3.30,  -4.49,  -5.02,  -4.42
197510,   3.97,   1.25,   0.31,   1.06,   0.76
197511,   3.89,   1.58,   1.72,   2.11,   0.76
197512,  -0.77,  -0.81,  -2.05,  -0.72,   0.29
197601,  20.87,  18.63,  25.22,  17.48,  17.09
197602,  13.09,   8.40,  13.52,   7.14,  10.65
197603,   1.57,   1.43,   2.99,   2.14,   2.61
197604,  -1.32,   0.05,  -1.06,  -3.91,  -0.10
197605,  -3.96,   0.33,  -3.42,  -1.83,  -1.86
197606,   1.19,   3.70,   5.90,   2.64,   2.73
197607,  -0.62,   0.81,  -1.23,   0.80,   0.84
197608,  -2.80,  -1.14,  -2.89,  -1.59,  -1.23
197609,   0.82,   2.74,   1.61,   2.03,   1.61
197610,  -2.82,  -1.98,  -3.83,  -0.95,  -1.38
197611,   2.68,   2.46,   2.84,   0.99,   2.74
197612,   9.51,   9.17,  12.44,   9.22,  10.20
197701,   2.16,   4.46,   5.57,   3.68,   3.65
197702,  -0.28,  -0.04,   0.50,  -0.49,   0.86
197703,  -0.13,   0.88,   1.98,   0.71,   1.68
197704,   0.74,   2.29,   1.43,  -1.20,   2.23
197705,  -0.02,   0.05,   0.23,   0.11,   0.85
197706,   4.54,   5.67,   6.14,   7.07,   5.32
197707,   1.09,  -0.17,   1.19,   0.97,   2.26
197708,  -0.14,  -1.34,   0.50,  -0.37,   0.04
197709,   1.94,   0.53,   0.88,   4.80,   1.58
197710,  -1.97,  -3.08,  -2.54,  -0.32,  -2.14
197711,   6.63,   6.91,   9.12,   8.15,   7.05
197712,   1.59,   1.74,   3.32,   3.85,   2.36
197801,  -1.11,  -2.30,  -2.27,  -1.40,  -0.22
197802,   3.10,   2.08,   2.56,   1.86,   2.49
197803,   6.88,   5.29,   9.19,   8.94,   6.86
197804,   7.77,   7.25,  11.59,  10.77,   7.77
197805,   7.27,   5.73,  11.67,   8.23,   6.22
197806,   0.45,   0.40,   0.59,   0.77,   1.86
197807,   3.17,   5.39,   7.06,   8.88,   5.65
197808,   9.75,   6.97,  16.78,   9.70,   9.14
197809,   0.91,  -0.13,   0.81,  -0.21,   0.55
197810, -18.96, -17.18, -23.68, -22.80, -16.42
197811,   4.12,   4.92,   8.05,   7.83,   2.74
197812,  -0.13,   1.04,   4.00,   3.34,   1.65
197901,   9.34,   9.50,  11.82,   9.01,   8.42
197902,  -2.73,  -1.46,  -3.53,  -4.45,  -1.11
197903,   6.69,   9.35,  10.99,   7.23,   7.49
197904,   2.32,   2.59,   2.98,   1.07,   3.11
197905,  -1.31,  -0.72,  -1.34,  -1.40,  -0.64
197906,   2.57,   7.25,   5.20,   4.51,   5.91
197907,   1.59,   2.59,   1.89,   2.82,   2.71
197908,   7.09,   8.06,   9.37,   7.62,   6.73
197909,  -0.81,   0.19,  -0.32,   1.32,  -0.23
197910,  -9.68,  -9.32,  -9.27,  -9.28, -10.10
197911,   4.02,   7.74,  10.84,   9.69,   6.00
197912,   4.43,   7.56,   9.80,   7.18,   6.15
198001,   7.46,  11.37,  13.55,   8.24,   9.73
198002,  -1.33,  -1.02,  -0.73,  -3.26,  -0.65
198003, -15.20, -16.37, -18.79, -13.89, -16.01
198004,   3.54,   5.46,   5.70,   6.20,   5.91
198005,   7.80,   5.98,   6.76,  10.76,   7.61
198006,   3.71,   4.33,   3.19,   1.94,   5.16
198007,   8.30,   8.04,  16.42,  13.13,   7.88
198008,   6.26,   5.60,  12.95,   8.66,   5.67
198009,   3.76,   5.53,   6.23,   6.59,   4.58
198010,   1.87,   4.47,   7.25,   6.40,   4.71
198011,   2.47,   9.40,  10.57,   7.68,   6.28
198012,  -3.08,  -3.80,  -3.90,  -2.12,  -2.57
198101,   3.01,  -0.98,  -2.50,   2.80,   1.12
198102,   1.51,   0.19,  -2.13,  -1.80,   1.09
198103,   7.94,   6.40,   8.28,  11.61,   7.56
198104,   4.67,  -0.14,   5.91,   7.11,   2.89
198105,   2.71,   2.19,   7.69,   3.72,   1.72
198106,   1.69,  -1.21,  -5.35,  -2.22,   0.11
198107,  -2.25,  -0.06,  -5.36,  -4.18,  -2.05
198108,  -6.49,  -7.05, -11.88, -10.82,  -6.51
198109,  -6.33, -10.61,  -9.79,  -8.32,  -8.56
198110,   6.04,   6.40,  10.53,  10.00,   6.99
198111,   1.21,   1.77,   2.28,   0.67,   2.44
198112,  -0.82,  -2.71,  -1.92,  -1.58,  -2.17
198201,  -0.30,  -2.81,  -1.04,  -0.89,  -2.06
198202,  -2.36,  -6.38,  -5.72,  -3.02,  -4.12
198203,   1.24,  -2.33,  -1.19,  -0.09,  -1.11
198204,   6.00,   3.08,   8.20,   9.68,   5.33
198205,  -1.57,  -2.40,  -3.47,  -3.78,  -2.45
198206,  -0.66,  -4.77,  -4.85,  -2.61,  -3.28
198207,   0.79,  -4.02,  -1.24,   0.35,  -1.59
198208,   4.68,   6.71,   6.04,   6.12,   7.18
198209,   5.29,  -0.16,   5.10,   5.54,   4.10
198210,  12.71,   9.98,  17.91,  15.71,  13.31
198211,  10.69,   3.94,  13.81,  14.28,  10.35
198212,   1.99,   1.42,   3.91,   4.04,   1.74
198301,   8.36,  10.95,  16.11,  12.07,  10.50
198302,   7.99,   2.39,   8.48,   7.97,   4.87
198303,   7.68,   3.04,   2.84,   5.88,   6.30
198304,   8.81,   6.39,   6.77,   8.71,   8.97
198305,   7.84,   9.96,  11.67,   7.81,   8.71
198306,   6.73,   3.83,   5.91,   5.78,   4.12
198307,  -1.30,  -0.22,  -5.99,  -6.83,  -1.31
198308,  -4.01,  -1.95,  -5.47,  -4.56,  -3.27
198309,   1.49,   0.38,  -1.37,  -2.47,   0.61
198310,  -4.55,  -4.48, -10.60, -10.90,  -4.68
198311,   3.81,   1.93,   5.00,   0.71,   2.66
198312,  -2.07,  -1.48,  -3.87,  -5.83,  -1.35
198401,  -0.83,   2.29,  -1.99,  -1.78,   0.66
198402,  -5.44,  -4.65,  -9.31,  -6.20,  -4.63
198403,   1.13,   1.71,  -0.62,   0.39,   0.44
198404,  -1.67,  -1.10,  -2.66,  -0.96,  -2.55
198405,  -3.94,  -4.03,  -6.38,  -7.36,  -5.30
198406,   2.85,   0.40,   2.46,   2.87,   1.02
198407,  -3.48,  -4.84,  -7.22,  -5.48,  -3.77
198408,   8.69,   8.75,  11.31,  13.42,   7.24
198409,   0.11,   0.24,  -2.87,  -2.43,   1.38
198410,  -2.18,  -3.15,  -4.12,  -2.24,  -0.66
198411,  -2.79,  -2.84,  -5.37,  -4.91,  -2.47
198412,   0.66,   0.23,   0.50,  -0.24,   1.15
198501,  11.18,   9.26,  17.83,  16.84,  11.74
198502,   4.23,   4.06,   5.94,   7.91,   4.57
