This file was created using the 202512 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth,Other
195610,    115.74,    244.97,    418.98,    127.21,     81.69
195611,    115.51,    247.62,    423.74,    127.75,     82.40
195612,    112.16,    249.15,    427.42,    125.03,     81.86
195701,    112.70,    259.06,    439.16,    131.95,     82.95
195702,    109.40,    249.61,    430.86,    128.82,     82.28
195703,    106.73,    242.65,    429.63,    127.81,     79.71
195704,    107.77,    247.89,    439.83,    137.97,     81.16
195705,    112.54,    259.09,    460.85,    145.24,     83.60
195706,    113.95,    269.90,    477.26,    151.46,     84.20
195707,    113.37,    269.10,    445.91,    163.80,     82.54
195708,    116.29,    270.11,    454.42,    167.85,     83.31
195709,    112.60,    254.24,    440.96,    162.07,     78.21
195710,    108.17,    237.65,    417.83,    156.90,     73.00
195711,    104.89,    226.49,    415.06,    155.54,     67.83
195712,    102.71,    232.04,    438.37,    167.68,     67.62
195801,     98.47,    222.34,    428.93,    165.87,     64.05
195802,    104.65,    231.75,    446.63,    165.08,     70.95
195803,    104.42,    224.98,    443.16,    172.52,     69.25
195804,    108.63,    233.55,    448.36,    186.23,     71.09
195805,    112.84,    240.68,    453.43,    198.12,     74.15
195806,    116.59,    244.53,    460.85,    200.30,     76.53
195807,    122.17,    253.21,    444.98,    201.85,     76.49
195808,    128.35,    264.41,    462.11,    213.63,     80.46
195809,    130.37,    267.53,    471.78,    217.15,     81.85
195810,    138.76,    278.07,    495.19,    242.23,     85.18
195811,    141.52,    285.48,    510.89,    244.55,     89.14
195812,    145.39,    291.43,    527.38,    262.76,     92.83
195901,    150.04,    303.56,    591.25,    273.91,     95.25
195902,    152.30,    305.61,    593.25,    272.12,     97.14
195903,    153.49,    303.97,    622.55,    281.72,     98.43
195904,    151.90,    306.28,    631.33,    293.38,     98.27
195905,    159.68,    314.24,    674.28,    327.99,    101.14
195906,    163.92,    318.35,    689.82,    323.64,    101.33
195907,    169.78,    320.22,    651.99,    348.12,    100.90
195908,    178.45,    332.80,    655.28,    364.37,    100.16
195909,    179.37,    325.72,    646.78,    350.51,     97.99
195910,    172.86,    307.73,    624.96,    332.63,     93.66
195911,    174.69,    311.17,    653.92,    340.10,     93.77
195912,    175.15,    313.52,    684.28,    357.78,     92.76
196001,    180.43,    321.32,    715.35,    350.70,     93.82
196002,    167.22,    298.17,    684.58,    328.22,     89.48
196003,    168.22,    296.33,    728.92,    328.33,     89.56
196004,    164.72,    290.10,    732.53,    332.88,     87.16
196005,    164.84,    282.20,    731.34,    338.23,     86.55
196006,    168.57,    286.19,    791.26,    383.70,     86.26
196007,    171.64,    289.80,    736.80,    374.20,     89.90
196008,    169.39,    282.98,    718.73,    359.46,     88.97
196009,    175.28,    289.11,    743.97,    367.40,     91.19
196010,    165.25,    274.64,    684.81,    334.88,     85.76
196011,    167.10,    274.22,    672.70,    322.90,     85.37
196012,    174.88,    283.88,    710.22,    334.53,     90.92
196101,    179.28,    297.13,    757.93,    354.83,     94.32
196102,    190.22,    318.23,    797.20,    391.33,    101.55
196103,    201.39,    328.17,    810.72,    410.72,    107.34
196104,    210.45,    333.54,    847.34,    425.80,    110.87
196105,    208.86,    336.59,    852.66,    424.22,    111.40
196106,    214.10,    344.75,    860.16,    432.90,    115.49
196107,    209.06,    329.10,    802.07,    411.58,    111.82
196108,    217.31,    338.75,    834.03,    425.68,    113.11
196109,    224.31,    344.84,    850.90,    441.11,    119.75
196110,    228.18,    331.92,    839.75,    435.24,    117.43
196111,    237.32,    340.85,    855.61,    450.78,    119.96
196112,    251.34,    351.36,    908.76,    463.38,    124.46
196201,    249.76,    350.97,    927.73,    453.68,    122.34
196202,    237.15,    341.89,    876.71,    431.45,    120.44
196203,    236.67,    350.42,    890.46,    446.69,    121.97
196204,    236.25,    349.18,    877.54,    448.02,    119.47
196205,    222.79,    331.45,    807.20,    396.94,    110.89
196206,    203.50,    303.91,    729.84,    353.09,    101.56
196207,    184.51,    271.42,    609.11,    312.24,     94.81
196208,    195.24,    286.37,    665.11,    336.17,    101.14
196209,    199.68,    291.49,    678.42,    308.54,    104.50
196210,    190.09,    280.06,    626.69,    295.47,     98.23
196211,    188.63,    280.22,    635.08,    302.34,     98.58
196212,    205.58,    310.03,    700.04,    354.01,    112.54
196301,    209.07,    315.27,    701.88,    356.42,    113.68
196302,    221.43,    329.66,    736.10,    376.21,    120.11
196303,    215.05,    322.28,    710.25,    365.42,    118.71
196304,    224.27,    333.94,    725.61,    369.24,    121.92
196305,    233.97,    349.21,    762.28,    396.86,    129.76
196306,    244.37,    352.35,    780.15,    394.80,    134.59
196307,    148.29,    234.75,    396.37,    318.47,     77.38
196308,    147.74,    236.26,    397.24,    319.97,     76.48
196309,    156.28,    247.21,    413.58,    349.45,     81.15
196310,    155.60,    242.78,    419.35,    334.86,     78.41
196311,    164.98,    245.23,    443.21,    345.88,     79.89
196312,    158.59,    242.90,    451.81,    338.73,     79.75
196401,    160.95,    251.12,    456.30,    343.34,     81.82
196402,    163.50,    259.98,    470.72,    355.87,     82.69
196403,    165.54,    263.76,    471.44,    360.58,     86.75
196404,    169.09,    269.47,    474.66,    353.09,     88.80
196405,    171.50,    271.43,    472.86,    347.79,     89.35
196406,    174.97,    275.88,    477.90,    348.49,     91.33
196407,    167.74,    270.98,    461.25,    350.57,     90.72
196408,    174.25,    278.59,    452.30,    376.45,     91.96
196409,    174.59,    274.24,    441.04,    359.31,     88.53
196410,    180.89,    285.31,    439.69,    368.72,     91.98
196411,    181.63,    289.39,    435.55,    378.99,     93.40
196412,    181.27,    290.83,    427.26,    385.53,     91.73
196501,    183.39,    290.47,    439.79,    401.60,     89.84
196502,    191.21,    301.81,    456.02,    432.06,     94.24
196503,    192.71,    301.86,    460.08,    441.17,     96.40
196504,    192.94,    297.28,    462.24,    436.59,     96.54
196505,    205.05,    304.60,    478.40,    449.17,     98.68
196506,    200.67,    303.13,    484.66,    442.18,     97.67
196507,    180.95,    279.00,    433.73,    406.50,     90.59
196508,    182.93,    283.52,    439.24,    432.63,     93.93
196509,    188.51,    289.25,    453.93,    458.43,     98.63
196510,    195.62,    300.18,    469.23,    468.32,    100.42
196511,    204.43,    309.05,    474.23,    483.02,    104.59
196512,    200.27,    309.93,    467.05,    498.97,    107.26
196601,    203.61,    315.27,    463.57,    517.83,    110.52
196602,    203.98,    319.05,    466.01,    543.63,    116.88
196603,    201.17,    312.52,    476.30,    533.61,    119.58
196604,    195.69,    307.25,    461.98,    524.49,    116.25
196605,    198.06,    315.92,    482.86,    524.00,    119.62
196606,    186.30,    300.70,    460.51,    494.75,    110.17
196607,    174.60,    288.92,    440.84,    497.65,    110.79
196608,    171.77,    287.27,    434.41,    488.79,    108.83
196609,    158.50,    264.18,    410.96,    447.32,     96.28
196610,    156.17,    263.45,    403.77,    441.84,     94.47
196611,    157.94,    279.42,    422.14,    463.01,     97.31
196612,    156.40,    280.36,    436.82,    492.32,    105.04
196701,    153.65,    283.05,    445.67,    491.35,    107.89
196702,    170.56,    303.38,    482.96,    522.47,    121.26
196703,    171.49,    303.50,    501.39,    527.82,    120.67
196704,    178.03,    316.88,    527.71,    568.91,    125.73
196705,    193.35,    325.81,    555.80,    593.89,    128.89
196706,    183.54,    314.07,    529.54,    560.48,    125.55
196707,    183.23,    307.80,    526.73,    586.44,    131.77
196708,    199.05,    324.72,    527.14,    608.32,    142.28
196709,    198.41,    321.74,    519.05,    610.20,    141.86
196710,    205.73,    333.98,    549.81,    627.54,    143.01
196711,    200.47,    321.33,    567.47,    595.61,    133.78
196712,    200.07,    323.78,    573.40,    601.20,    133.24
196801,    204.37,    338.37,    584.10,    626.19,    139.82
196802,    200.52,    328.67,    561.10,    592.27,    137.34
196803,    195.82,    317.29,    539.78,    565.21,    131.04
196804,    198.45,    317.09,    551.23,    565.21,    130.67
196805,    221.88,    340.66,    599.52,    631.98,    147.04
196806,    227.02,    348.12,    610.67,    651.09,    155.77
196807,    222.01,    349.14,    550.05,    625.43,    163.06
196808,    215.63,    347.28,    532.42,    599.42,    159.94
196809,    219.22,    352.90,    534.16,    601.09,    162.37
196810,    233.06,    365.95,    551.92,    606.01,    173.05
196811,    239.55,    371.48,    541.87,    605.38,    174.68
196812,    245.83,    394.13,    582.99,    652.35,    187.67
196901,    237.81,    384.57,    548.48,    644.73,    180.39
196902,    236.32,    384.67,    534.04,    642.85,    182.63
196903,    224.40,    363.46,    512.64,    607.74,    166.81
196904,    232.84,    374.24,    531.50,    627.39,    168.75
196905,    238.13,    376.81,    563.10,    658.00,    171.56
196906,    237.81,    378.86,    558.38,    667.04,    167.02
196907,    211.17,    341.90,    504.97,    595.72,    178.64
196908,    195.33,    320.90,    481.23,    579.00,    162.41
196909,    204.28,    332.49,    507.20,    630.89,    176.66
196910,    204.15,    316.56,    500.60,    643.55,    174.69
196911,    216.38,    330.65,    528.01,    700.85,    188.39
196912,    207.43,    317.19,    522.96,    701.13,    177.84
197001,    202.52,    311.36,    512.15,    730.42,    170.75
197002,    190.16,    286.55,    476.20,    678.05,    155.48
197003,    199.62,    301.65,    495.53,    713.84,    169.67
197004,    201.16,    301.73,    490.43,    677.02,    166.67
197005,    180.94,    275.17,    433.50,    608.34,    143.54
197006,    166.74,    262.26,    398.68,    558.94,    131.20
197007,    152.08,    245.59,    353.45,    525.38,    119.60
197008,    166.16,    264.93,    373.04,    536.43,    129.35
197009,    173.91,    277.55,    394.32,    544.27,    136.05
197010,    182.44,    285.14,    422.06,    587.35,    146.34
197011,    180.34,    282.52,    406.32,    587.21,    137.46
197012,    190.80,    295.85,    425.52,    606.97,    142.61
197101,    203.02,    314.80,    449.45,    638.98,    154.46
197102,    214.98,    326.10,    480.87,    672.24,    166.54
197103,    221.60,    330.19,    476.95,    679.39,    170.40
197104,    232.36,    340.78,    504.56,    703.65,    181.23
197105,    245.06,    351.41,    515.93,    733.12,    188.93
197106,    236.57,    339.50,    486.79,    715.75,    180.90
197107,    230.92,    341.21,    478.91,    717.02,    169.36
197108,    222.31,    328.62,    445.75,    700.70,    162.68
197109,    236.50,    335.61,    458.75,    721.35,    173.93
197110,    236.55,    332.10,    457.82,    725.67,    172.81
197111,    225.97,    317.10,    441.89,    707.07,    165.35
197112,    225.52,    314.26,    444.86,    709.33,    164.60
197201,    245.17,    343.23,    490.39,    764.77,    177.28
197202,    250.35,    350.01,    519.36,    784.02,    183.01
197203,    258.61,    359.01,    523.50,    838.02,    187.07
197204,    263.97,    357.88,    526.32,    841.43,    191.30
197205,    264.84,    359.49,    529.77,    850.37,    195.31
197206,    264.80,    365.65,    542.58,    877.95,    193.95
197207,    247.55,    355.98,    532.11,    790.93,    185.77
197208,    243.11,    356.15,    536.87,    815.22,    180.30
197209,    245.96,    374.34,    552.84,    822.05,    187.25
197210,    242.52,    371.09,    554.79,    818.11,    183.59
197211,    241.70,    379.71,    545.91,    830.16,    185.47
197212,    257.32,    398.01,    564.57,    823.58,    195.12
197301,    260.72,    400.58,    574.14,    854.02,    193.27
197302,    248.13,    395.22,    580.29,    843.57,    179.02
197303,    234.33,    379.26,    558.58,    835.64,    168.07
197304,    227.02,    381.55,    554.20,    841.83,    167.89
197305,    212.30,    370.21,    530.52,    795.02,    154.96
197306,    206.66,    363.86,    521.06,    801.88,    147.39
197307,    121.94,    250.38,    254.93,    420.84,     73.87
197308,    133.23,    259.24,    265.06,    456.14,     81.08
197309,    128.79,    253.26,    254.98,    423.46,     79.37
197310,    138.04,    269.76,    257.99,    436.19,     85.28
197311,    134.01,    273.06,    261.25,    443.99,     84.59
197312,    112.10,    242.84,    240.36,    408.42,     73.86
197401,    111.09,    252.99,    234.23,    398.78,     76.32
197402,    116.52,    249.00,    238.87,    394.08,     77.49
197403,    116.16,    246.85,    241.37,    388.12,     78.27
197404,    114.07,    241.76,    235.61,    392.57,     75.54
197405,    110.70,    230.28,    227.08,    389.58,     70.78
197406,    110.45,    220.32,    218.93,    393.99,     64.85
197407,    110.34,    216.50,    217.58,    373.34,     63.65
197408,     97.77,    207.28,    200.56,    322.64,     59.59
197409,     87.94,    186.86,    194.41,    297.45,     53.23
197410,     77.47,    168.12,    172.61,    251.11,     48.00
197411,     85.81,    196.47,    196.99,    325.16,     57.75
197412,     81.48,    186.65,    187.68,    319.87,     56.07
197501,     79.22,    183.19,    183.88,    308.98,     53.61
197502,     96.90,    206.27,    209.62,    313.69,     63.37
197503,    100.93,    215.01,    229.11,    365.30,     65.03
197504,    109.01,    219.05,    230.28,    369.65,     67.58
197505,    112.58,    235.12,    237.08,    371.84,     69.89
197506,    116.64,    248.58,    247.36,    394.66,     73.68
197507,    129.27,    264.15,    262.62,    383.32,     79.61
197508,    122.68,    250.19,    243.00,    337.00,     74.78
197509,    119.55,    247.42,    234.12,    324.34,     70.83
197510,    116.06,    238.11,    231.82,    304.86,     66.16
197511,    127.53,    245.85,    249.81,    342.09,     68.74
197512,    132.76,    248.77,    260.09,    358.29,     71.13
197601,    130.69,    247.29,    258.62,    340.28,     70.79
197602,    146.30,    280.09,    297.96,    366.47,     80.06
197603,    149.29,    277.76,    301.63,    341.04,     82.37
197604,    153.51,    285.32,    308.07,    362.91,     83.74
197605,    151.65,    285.12,    306.26,    349.84,     82.51
197606,    145.69,    286.64,    302.14,    338.48,     81.03
197607,    145.30,    290.42,    311.88,    335.43,     82.89
197608,    143.67,    287.85,    310.29,    334.03,     82.74
197609,    144.15,    285.32,    311.39,    339.49,     81.62
197610,    147.20,    293.95,    319.91,    351.72,     82.35
197611,    145.33,    286.85,    312.40,    338.08,     81.99
197612,    146.99,    287.23,    318.06,    305.88,     83.29
197701,    155.15,    305.41,    331.42,    330.84,     88.96
197702,    147.80,    296.74,    326.57,    303.16,     85.32
197703,    144.20,    288.79,    325.07,    303.40,     83.72
197704,    140.96,    286.92,    323.08,    299.69,     83.41
197705,    141.12,    291.30,    317.98,    285.93,     85.18
197706,    138.55,    287.23,    314.59,    282.43,     84.15
197707,    144.87,    299.60,    308.95,    281.48,     85.42
197708,    144.88,    293.79,    308.61,    278.95,     85.23
197709,    146.81,    283.09,    305.88,    289.87,     84.15
197710,    147.40,    283.62,    307.67,    287.05,     84.09
197711,    142.45,    272.74,    296.67,    283.21,     79.79
197712,    146.79,    281.93,    306.25,    300.81,     84.73
197801,    146.26,    285.72,    314.83,    306.86,     84.89
197802,    137.66,    268.98,    304.06,    303.79,     80.52
197803,    137.43,    262.92,    300.18,    292.75,     80.45
197804,    143.37,    270.92,    302.37,    304.58,     84.60
197805,    156.47,    291.79,    331.64,    334.69,     92.46
197806,    159.44,    298.38,    331.70,    352.12,     94.71
197807,    156.71,    292.66,    322.80,    353.39,     91.74
197808,    163.50,    309.56,    342.03,    387.24,     97.95
197809,    170.22,    319.85,    357.59,    388.89,    104.22
197810,    168.68,    320.81,    349.99,    382.06,    102.81
197811,    148.74,    287.25,    321.23,    332.56,     88.41
197812,    150.28,    297.19,    332.43,    347.71,     90.08
197901,    150.87,    301.15,    347.87,    361.28,     91.13
197902,    158.62,    317.71,    362.77,    366.03,     96.58
197903,    151.52,    309.05,    351.45,    349.71,     92.98
197904,    159.46,    329.88,    369.07,    369.47,    100.26
197905,    161.66,    332.15,    370.31,    372.47,    101.72
197906,    157.62,    324.16,    362.34,    363.01,    101.11
197907,    160.77,    332.80,    340.41,    356.39,    105.28
197908,    164.27,    339.44,    336.94,    356.48,    109.01
197909,    175.66,    361.41,    348.19,    387.34,    115.05
197910,    174.32,    366.15,    342.05,    391.11,    113.98
197911,    158.92,    343.64,    319.41,    373.49,    102.21
197912,    162.33,    365.37,    339.90,    403.96,    109.17
198001,    167.99,    375.27,    342.06,    415.13,    113.50
198002,    175.74,    408.80,    357.50,    409.34,    119.84
198003,    166.05,    421.93,    344.64,    390.70,    114.84
198004,    151.45,    363.15,    312.35,    379.01,    100.67
198005,    156.31,    385.73,    323.37,    402.38,    106.73
198006,    167.68,    403.32,    337.04,    433.83,    115.09
198007,    168.56,    404.29,    319.12,    383.14,    115.79
198008,    185.09,    423.89,    351.38,    416.47,    123.71
198009,    186.91,    431.45,    366.58,    417.49,    127.32
198010,    187.89,    449.00,    370.89,    434.82,    132.02
198011,    187.00,    464.88,    372.36,    428.42,    134.18
198012,    191.02,    536.00,    395.27,    467.80,    143.08
198101,    190.95,    502.68,    384.54,    488.68,    143.11
198102,    193.16,    472.70,    370.64,    483.44,    138.44
198103,    200.37,    478.30,    371.10,    492.94,    140.38
198104,    217.45,    489.07,    387.00,    517.60,    152.54
198105,    222.03,    467.92,    395.47,    540.53,    151.60
198106,    227.34,    458.57,    411.77,    560.58,    155.30
198107,    215.49,    423.67,    329.48,    441.15,    143.07
198108,    210.14,    433.81,    322.20,    427.90,    139.45
198109,    196.57,    407.60,    301.72,    392.22,    130.18
198110,    191.27,    369.09,    297.61,    389.41,    121.29
198111,    199.81,    386.33,    314.98,    422.50,    129.81
198112,    204.95,    406.12,    318.65,    436.78,    136.29
198201,    202.38,    389.59,    317.37,    437.05,    130.93
198202,    202.21,    370.14,    325.23,    442.78,    126.26
198203,    197.59,    342.57,    304.93,    432.61,    121.24
198204,    204.16,    330.66,    300.19,    416.25,    119.09
198205,    216.63,    343.33,    314.30,    449.44,    121.57
198206,    211.36,    335.61,    293.56,    432.95,    114.71
198207,    211.37,    306.19,    258.39,    374.43,    109.98
198208,    211.71,    292.61,    261.88,    385.01,    106.83
198209,    235.16,    325.02,    291.36,    432.41,    118.74
198210,    243.22,    327.41,    295.68,    442.57,    124.16
198211,    277.67,    356.12,    339.04,    481.12,    144.35
198212,    299.63,    357.54,    368.07,    506.36,    155.31
198301,    300.74,    366.63,    375.13,    514.35,    152.69
198302,    306.52,    383.73,    412.23,    523.51,    156.99
198303,    322.45,    389.09,    419.45,    538.27,    164.08
198304,    340.45,    399.13,    422.54,    568.80,    171.93
198305,    369.09,    428.32,    452.55,    604.55,    186.53
198306,    366.53,    433.05,    461.78,    584.80,    191.42
198307,    365.14,    439.60,    429.65,    531.60,    195.05
198308,    353.66,    432.14,    408.30,    500.98,    188.22
198309,    346.07,    444.36,    407.24,    498.34,    186.62
198310,    359.89,    447.13,    416.00,    504.47,    189.75
198311,    357.22,    442.56,    389.99,    492.98,    182.40
198312,    369.82,    450.87,    399.90,    475.69,    191.18
198401,    365.47,    449.04,    398.84,    460.22,    186.60
198402,    353.53,    459.03,    386.21,    459.94,    183.85
198403,    336.29,    439.42,    365.42,    452.93,    174.85
198404,    339.67,    446.90,    364.13,    449.17,    179.18
198405,    342.95,    453.79,    364.81,    459.06,    175.80
198406,    329.03,    430.26,    345.77,    432.57,    163.92
198407,    299.94,    398.50,    254.48,    312.15,    169.36
198408,    301.32,    386.64,    251.59,    301.91,    166.79
198409,    329.64,    429.32,    281.86,    332.65,    183.71
198410,    332.85,    435.19,    276.05,    319.95,    188.34
198411,    336.79,    429.65,    273.46,    328.31,    190.83
198412,    329.83,    428.18,    265.41,    327.33,    190.28
198501,    337.68,    435.23,    273.51,    338.88,    197.08
198502,    367.97,    464.97,    304.47,    370.75,    218.24
198503,    375.55,    474.26,    303.33,    382.68,    222.85
198504,    376.25,    477.62,    295.13,    398.39,    222.20
198505,    372.84,    481.57,    289.68,    392.38,    226.34
198506,    405.91,    499.04,    301.46,    427.15,    241.35
198507,    379.43,    460.85,    283.56,    376.50,    249.97
198508,    375.16,    461.76,    290.21,    377.74,    249.84
198509,    373.27,    462.93,    287.11,    374.03,    249.87
198510,    354.56,    446.57,    272.63,    360.19,    237.71
198511,    371.14,    469.53,    283.83,    362.18,    253.33
198512,    400.07,    493.43,    308.60,    381.50,    272.63
198601,    425.59,    503.92,    332.33,    399.64,    284.31
198602,    433.93,    506.37,    326.52,    408.70,    295.57
198603,    477.45,    539.61,    344.71,    435.16,    320.60
198604,    519.18,    565.55,    351.45,    492.70,    338.93
198605,    520.89,    557.07,    364.58,    496.58,    328.11
198606,    560.76,    585.57,    372.09,    536.02,    346.10
198607,    491.45,    541.09,    340.89,    477.05,    354.42
198608,    453.96,    525.42,    319.89,    454.75,    333.00
198609,    469.58,    574.74,    342.57,    474.58,    356.75
198610,    428.47,    542.54,    313.60,    416.65,    325.85
198611,    462.31,    569.03,    321.83,    455.26,    340.46
198612,    471.60,    581.53,    335.70,    464.85,    339.11
198701,    453.99,    578.82,    326.89,    459.61,    332.66
198702,    524.53,    656.13,    370.82,    525.30,    371.87
198703,    557.91,    664.16,    394.95,    579.85,    388.80
198704,    571.79,    691.80,    404.69,    586.83,    388.09
198705,    568.89,    681.56,    414.63,    572.18,    370.70
198706,    572.13,    683.55,    420.72,    577.61,    371.56
198707,    551.64,    676.02,    405.26,    494.61,    314.50
198708,    588.96,    701.49,    416.70,    525.27,    326.66
198709,    615.73,    721.92,    445.97,    536.69,    339.32
198710,    588.04,    716.61,    444.31,    524.06,    332.55
198711,    444.50,    568.11,    348.92,    414.54,    255.31
198712,    410.26,    533.91,    316.05,    379.93,    238.63
198801,    445.84,    573.74,    345.41,    401.79,    251.41
198802,    465.92,    599.30,    352.94,    429.75,    267.74
198803,    502.84,    626.52,    373.94,    448.09,    278.55
198804,    494.44,    621.60,    358.08,    431.95,    274.48
198805,    506.11,    634.87,    366.60,    423.08,    274.16
198806,    512.85,    637.24,    369.53,    422.00,    277.11
198807,    436.20,    675.34,    430.49,    417.39,    245.88
198808,    439.83,    672.47,    419.52,    419.48,    245.03
198809,    426.16,    654.06,    396.76,    419.55,    244.10
198810,    457.20,    668.25,    417.38,    438.32,    255.20
198811,    477.89,    676.66,    423.56,    444.21,    255.67
198812,    470.15,    671.21,    417.71,    436.97,    250.19
198901,    471.55,    690.95,    434.58,    447.46,    250.65
198902,    498.60,    732.53,    470.87,    479.60,    267.93
198903,    491.68,    718.30,    462.48,    473.61,    267.53
198904,    510.57,    730.46,    464.63,    488.74,    277.67
198905,    536.49,    763.77,    499.42,    517.75,    291.46
198906,    542.82,    791.89,    521.91,    536.61,    303.71
198907,    506.49,    756.68,    483.06,    485.13,    301.31
198908,    556.18,    805.29,    513.93,    532.84,    324.92
198909,    565.26,    828.76,    524.27,    535.97,    337.32
198910,    559.55,    823.33,    531.43,    549.16,    344.78
198911,    542.40,    810.37,    515.70,    522.08,    328.90
198912,    551.82,    835.40,    521.61,    545.51,    328.84
199001,    558.26,    871.65,    537.34,    551.81,    324.88
199002,    509.85,    824.21,    493.85,    514.96,    295.74
199003,    519.19,    839.35,    503.42,    505.50,    303.54
199004,    544.59,    856.07,    528.24,    526.52,    303.15
199005,    540.26,    826.28,    517.53,    530.28,    294.13
199006,    594.61,    884.48,    575.89,    599.13,    323.22
199007,    569.23,    843.53,    539.21,    608.71,    305.28
199008,    558.28,    866.54,    509.49,    627.85,    296.25
199009,    503.57,    796.47,    452.24,    585.63,    263.98
199010,    471.82,    762.46,    443.40,    562.10,    236.66
199011,    474.50,    761.01,    445.19,    574.39,    221.81
199012,    511.99,    793.26,    475.07,    634.63,    245.97
199101,    528.89,    813.36,    490.46,    651.10,    259.72
199102,    567.95,    833.47,    526.19,    684.98,    278.54
199103,    624.20,    884.28,    551.55,    758.03,    306.65
199104,    662.50,    900.74,    554.21,    808.16,    317.04
199105,    667.32,    915.80,    551.64,    800.81,    323.65
199106,    714.46,    947.06,    559.00,    838.99,    341.90
199107,    668.13,    860.00,    534.78,    723.66,    311.65
199108,    706.25,    897.84,    559.07,    786.36,    329.55
199109,    736.21,    914.96,    569.19,    812.62,    341.56
199110,    714.45,    907.76,    562.23,    810.61,    340.26
199111,    708.18,    922.00,    576.24,    868.51,    349.19
199112,    701.75,    878.59,    552.78,    844.96,    331.61
199201,    798.29,    947.24,    609.74,    986.36,    376.76
199202,    796.55,    942.23,    623.36,    935.17,    383.23
199203,    823.80,    947.96,    633.96,    917.64,    395.99
199204,    817.27,    935.64,    616.69,    866.44,    389.45
199205,    819.10,    981.34,    633.29,    851.75,    392.16
199206,    829.32,    991.72,    630.59,    868.92,    400.29
199207,    745.97,    943.91,    601.03,    676.77,    401.69
199208,    780.29,    991.08,    629.42,    725.64,    417.47
199209,    780.62,    978.36,    616.88,    701.03,    404.42
199210,    800.96,    990.76,    633.75,    669.01,    420.00
199211,    816.93,    988.98,    640.73,    699.87,    435.82
199212,    866.18,    999.55,    676.37,    732.02,    463.47
199301,    871.94,   1017.36,    696.10,    722.15,    484.31
199302,    879.88,   1031.61,    722.35,    672.86,    503.43
199303,    868.66,   1066.54,    740.72,    613.92,    506.90
199304,    886.07,   1092.57,    761.84,    619.06,    528.55
199305,    822.69,   1096.39,    736.55,    630.11,    512.60
199306,    853.11,   1112.56,    785.35,    655.60,    522.19
199307,    772.52,   1077.85,    750.48,    573.46,    526.72
199308,    772.68,   1087.47,    745.11,    541.30,    539.76
199309,    801.26,   1126.95,    790.08,    560.18,    560.02
199310,    795.48,   1117.45,    795.26,    561.51,    570.41
199311,    840.85,   1125.03,    812.34,    596.33,    558.33
199312,    842.81,   1103.22,    787.38,    602.28,    542.85
199401,    847.18,   1130.98,    801.18,    617.40,    560.83
199402,    862.32,   1168.81,    829.15,    627.87,    587.40
199403,    858.82,   1142.18,    819.88,    584.93,    567.24
199404,    817.60,   1095.22,    790.42,    545.24,    543.52
199405,    821.76,   1112.60,    792.87,    560.59,    553.32
199406,    807.93,   1114.75,    811.11,    585.96,    572.03
199407,    704.19,    973.64,    707.29,    537.94,    505.68
199408,    716.33,   1019.93,    731.98,    546.65,    520.86
199409,    744.32,   1049.07,    774.74,    605.15,    540.80
199410,    733.36,   1028.21,    765.27,    616.77,    516.19
199411,    744.09,   1052.35,    796.38,    626.64,    517.92
199412,    724.12,   1000.06,    771.47,    630.69,    491.94
199501,    723.10,   1025.18,    792.31,    637.15,    500.59
199502,    730.79,   1036.39,    804.94,    678.87,    526.46
199503,    749.82,   1082.43,    845.22,    695.80,    554.14
199504,    773.62,   1113.77,    874.27,    716.23,    565.88
199505,    781.06,   1145.40,    922.67,    734.23,    579.32
199506,    815.17,   1191.38,    944.27,    753.11,    607.30
199507,    804.89,   1145.83,    969.69,    758.49,    572.97
199508,    828.12,   1175.14,   1039.32,    795.46,    601.11
199509,    826.30,   1167.21,   1060.94,    810.59,    625.66
199510,    860.52,   1200.81,   1095.20,    874.31,    653.05
199511,    840.33,   1188.68,   1103.67,    887.46,    640.79
199512,    887.86,   1250.49,   1110.31,    927.32,    681.43
199601,    897.41,   1282.28,   1105.69,    985.88,    686.45
199602,    916.30,   1315.97,   1132.54,   1047.45,    710.62
199603,    952.75,   1322.35,   1155.75,   1035.98,    727.58
199604,    976.41,   1365.00,   1123.82,   1043.49,    744.07
199605,    999.93,   1386.90,   1201.47,   1041.41,    736.81
199606,   1052.62,   1415.51,   1237.73,   1084.72,    750.04
199607,    980.27,   1374.93,   1054.81,    969.77,    735.16
199608,    929.81,   1314.36,    972.09,    913.58,    704.04
199609,    957.00,   1358.43,   1000.37,    958.42,    734.15
199610,    994.72,   1419.15,   1080.09,   1033.02,    771.11
199611,   1003.56,   1468.50,   1063.20,   1024.13,    805.32
199612,   1050.57,   1547.48,   1174.10,   1093.28,    869.05
199701,   1033.36,   1541.58,   1165.41,   1073.87,    856.08
199702,   1072.02,   1604.48,   1242.44,   1181.53,    907.11
199703,   1110.76,   1584.64,   1192.18,   1195.29,    932.68
199704,   1076.68,   1567.74,   1123.18,   1112.12,    884.59
199705,   1120.85,   1614.64,   1186.79,   1183.33,    934.70
199706,   1189.48,   1729.44,   1301.41,   1269.78,    993.90
199707,   1144.81,   1725.90,   1215.07,   1267.15,    966.11
199708,   1221.81,   1846.76,   1367.15,   1297.22,   1060.59
